geo_level,geo_name,pct_black_alone,reason_for_unemployment,population_group,race_or_ethnicity,unemployed_population_per_100_people,quartiles_action_race,bls_year,acs_year
state,New York,14.7,Job leavers,Total population,All races,0.151,Bottom 25% of geographies,2024,2023
state,New York,14.7,Job losers and people who completed temporary jobs - Total,Total population,All races,1.047,Top 25% of geographies,2024,2023
state,North Carolina,20.6,Job leavers,Total population,All races,0.293,Top 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.161,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Total unemployed,Total population,All races,1.738,26-50% of geographies,2024,2023
state,North Carolina,20.6,Reentrants,Total population,All races,0.416,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,New entrants,Total population,All races,0.104,Bottom 25% of geographies,2024,2023
state,North Carolina,20.6,Job losers and people who completed temporary jobs - Total,Total population,All races,0.926,51-75% of geographies,2024,2023
state,North Dakota,3.2,Job leavers,Total population,All races,0.257,51-75% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - Total,Total population,All races,0.77,26-50% of geographies,2024,2023
state,North Dakota,3.2,New entrants,Total population,All races,0.128,26-50% of geographies,2024,2023
state,North Dakota,3.2,Total unemployed,Total population,All races,1.668,26-50% of geographies,2024,2023
state,North Dakota,3.2,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.257,51-75% of geographies,2024,2023
state,North Dakota,3.2,Reentrants,Total population,All races,0.642,51-75% of geographies,2024,2023
state,Ohio,12.3,Reentrants,Total population,All races,0.764,Top 25% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.348,Top 25% of geographies,2024,2023
state,Ohio,12.3,Job leavers,Total population,All races,0.204,Bottom 25% of geographies,2024,2023
state,Ohio,12.3,Job losers and people who completed temporary jobs - Total,Total population,All races,0.976,51-75% of geographies,2024,2023
state,Ohio,12.3,New entrants,Total population,All races,0.212,Top 25% of geographies,2024,2023
state,Ohio,12.3,Total unemployed,Total population,All races,2.156,51-75% of geographies,2024,2023
state,Oklahoma,7.1,New entrants,Total population,All races,0.175,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - Total,Total population,All races,0.801,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job leavers,Total population,All races,0.25,51-75% of geographies,2024,2023
state,Oklahoma,7.1,Total unemployed,Total population,All races,1.752,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Reentrants,Total population,All races,0.526,26-50% of geographies,2024,2023
state,Oklahoma,7.1,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.2,26-50% of geographies,2024,2023
state,Oregon,1.9,New entrants,Total population,All races,0.118,Bottom 25% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - Total,Total population,All races,0.896,51-75% of geographies,2024,2023
state,Oregon,1.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.236,26-50% of geographies,2024,2023
state,Oregon,1.9,Reentrants,Total population,All races,0.849,Top 25% of geographies,2024,2023
state,Oregon,1.9,Job leavers,Total population,All races,0.283,Top 25% of geographies,2024,2023
state,Oregon,1.9,Total unemployed,Total population,All races,2.147,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Reentrants,Total population,All races,0.531,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,New entrants,Total population,All races,0.139,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.285,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job losers and people who completed temporary jobs - Total,Total population,All races,0.955,51-75% of geographies,2024,2023
state,Pennsylvania,10.7,Job leavers,Total population,All races,0.216,26-50% of geographies,2024,2023
state,Pennsylvania,10.7,Total unemployed,Total population,All races,1.84,26-50% of geographies,2024,2023
state,Rhode Island,5.8,Total unemployed,Total population,All races,2.465,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Job leavers,Total population,All races,0.274,51-75% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - Total,Total population,All races,1.461,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.456,Top 25% of geographies,2024,2023
state,Rhode Island,5.8,New entrants,Total population,All races,0.091,Bottom 25% of geographies,2024,2023
state,Rhode Island,5.8,Reentrants,Total population,All races,0.548,26-50% of geographies,2024,2023
state,South Carolina,25.3,Total unemployed,Total population,All races,2.091,51-75% of geographies,2024,2023
state,South Carolina,25.3,Job leavers,Total population,All races,0.288,Top 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.192,Bottom 25% of geographies,2024,2023
state,South Carolina,25.3,Job losers and people who completed temporary jobs - Total,Total population,All races,0.94,51-75% of geographies,2024,2023
state,South Carolina,25.3,Reentrants,Total population,All races,0.633,51-75% of geographies,2024,2023
state,South Carolina,25.3,New entrants,Total population,All races,0.23,Top 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - Total,Total population,All races,0.556,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.334,51-75% of geographies,2024,2023
state,South Dakota,2.2,Total unemployed,Total population,All races,1.112,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,New entrants,Total population,All races,0.111,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Job leavers,Total population,All races,0.111,Bottom 25% of geographies,2024,2023
state,South Dakota,2.2,Reentrants,Total population,All races,0.222,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.186,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Reentrants,Total population,All races,0.616,51-75% of geographies,2024,2023
state,Tennessee,15.9,New entrants,Total population,All races,0.1,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Job leavers,Total population,All races,0.258,51-75% of geographies,2024,2023
state,Tennessee,15.9,Job losers and people who completed temporary jobs - Total,Total population,All races,0.658,Bottom 25% of geographies,2024,2023
state,Tennessee,15.9,Total unemployed,Total population,All races,1.618,26-50% of geographies,2024,2023
state,Texas,12.2,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.199,26-50% of geographies,2024,2023
state,Texas,12.2,New entrants,Total population,All races,0.202,51-75% of geographies,2024,2023
state,Texas,12.2,Total unemployed,Total population,All races,2.179,51-75% of geographies,2024,2023
state,Texas,12.2,Job losers and people who completed temporary jobs - Total,Total population,All races,0.975,51-75% of geographies,2024,2023
state,Texas,12.2,Job leavers,Total population,All races,0.277,51-75% of geographies,2024,2023
state,Texas,12.2,Reentrants,Total population,All races,0.729,Top 25% of geographies,2024,2023
state,Utah,1.1,Reentrants,Total population,All races,0.63,51-75% of geographies,2024,2023
state,Utah,1.1,New entrants,Total population,All races,0.24,Top 25% of geographies,2024,2023
state,Utah,1.1,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.15,Bottom 25% of geographies,2024,2023
state,Utah,1.1,Total unemployed,Total population,All races,1.981,51-75% of geographies,2024,2023
state,Utah,1.1,Job losers and people who completed temporary jobs - Total,Total population,All races,0.781,26-50% of geographies,2024,2023
state,Utah,1.1,Job leavers,Total population,All races,0.36,Top 25% of geographies,2024,2023
state,Vermont,1.2,Job leavers,Total population,All races,0.155,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,Total unemployed,Total population,All races,1.24,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,Reentrants,Total population,All races,0.465,Bottom 25% of geographies,2024,2023
state,Vermont,1.2,Job losers and people who completed temporary jobs - Total,Total population,All races,0.775,26-50% of geographies,2024,2023
state,Vermont,1.2,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.31,51-75% of geographies,2024,2023
state,Vermont,1.2,New entrants,Total population,All races,,,2024,2023
state,Virginia,18.7,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.185,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Job leavers,Total population,All races,0.185,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Job losers and people who completed temporary jobs - Total,Total population,All races,0.728,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,New entrants,Total population,All races,0.185,51-75% of geographies,2024,2023
state,Virginia,18.7,Total unemployed,Total population,All races,1.571,Bottom 25% of geographies,2024,2023
state,Virginia,18.7,Reentrants,Total population,All races,0.462,Bottom 25% of geographies,2024,2023
state,Washington,4.0,Job losers and people who completed temporary jobs - Total,Total population,All races,1.163,Top 25% of geographies,2024,2023
state,Washington,4.0,Total unemployed,Total population,All races,2.442,Top 25% of geographies,2024,2023
state,Washington,4.0,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.439,Top 25% of geographies,2024,2023
state,Washington,4.0,Reentrants,Total population,All races,0.775,Top 25% of geographies,2024,2023
state,Washington,4.0,Job leavers,Total population,All races,0.31,Top 25% of geographies,2024,2023
state,Washington,4.0,New entrants,Total population,All races,0.207,51-75% of geographies,2024,2023
state,West Virginia,3.3,Job leavers,Total population,All races,0.224,26-50% of geographies,2024,2023
state,West Virginia,3.3,Total unemployed,Total population,All races,1.681,26-50% of geographies,2024,2023
state,West Virginia,3.3,Job losers and people who completed temporary jobs - Total,Total population,All races,0.785,26-50% of geographies,2024,2023
state,West Virginia,3.3,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.224,26-50% of geographies,2024,2023
state,West Virginia,3.3,Reentrants,Total population,All races,0.56,26-50% of geographies,2024,2023
state,West Virginia,3.3,New entrants,Total population,All races,0.112,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.272,51-75% of geographies,2024,2023
state,Wisconsin,6.1,Total unemployed,Total population,All races,1.612,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job leavers,Total population,All races,0.17,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,New entrants,Total population,All races,0.119,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Job losers and people who completed temporary jobs - Total,Total population,All races,0.747,Bottom 25% of geographies,2024,2023
state,Wisconsin,6.1,Reentrants,Total population,All races,0.577,26-50% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - On temporary layoff,Total population,All races,0.345,Top 25% of geographies,2024,2023
state,Wyoming,0.9,New entrants,Total population,All races,0.172,51-75% of geographies,2024,2023
state,Wyoming,0.9,Total unemployed,Total population,All races,1.552,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job losers and people who completed temporary jobs - Total,Total population,All races,0.69,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Job leavers,Total population,All races,0.172,Bottom 25% of geographies,2024,2023
state,Wyoming,0.9,Reentrants,Total population,All races,0.517,26-50% of geographies,2024,2023
state,Alabama,26.1,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.212,26-50% of geographies,2024,2023
state,Alabama,26.1,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.424,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.151,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.061,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.605,Bottom 25% of geographies,2024,2023
state,Alabama,26.1,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.302,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.673,Top 25% of geographies,2024,2023
state,Alaska,3.1,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.449,Top 25% of geographies,2024,2023
state,Alaska,3.1,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.449,Top 25% of geographies,2024,2023
state,Alaska,3.1,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,,26-50% of geographies,2024,2023
state,Alaska,3.1,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.449,Bottom 25% of geographies,2024,2023
state,Alaska,3.1,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.571,Top 25% of geographies,2024,2023
state,Arizona,4.6,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.61,26-50% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.196,Bottom 25% of geographies,2024,2023
state,Arizona,4.6,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.544,Top 25% of geographies,2024,2023
state,Arizona,4.6,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.871,Bottom 25% of geographies,2024,2023
state,Arizona,4.6,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.218,51-75% of geographies,2024,2023
state,Arizona,4.6,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.264,26-50% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.233,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.722,26-50% of geographies,2024,2023
state,Arkansas,14.9,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.698,Bottom 25% of geographies,2024,2023
state,Arkansas,14.9,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.279,26-50% of geographies,2024,2023
state,Arkansas,14.9,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.652,26-50% of geographies,2024,2023
state,Arkansas,14.9,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.093,Bottom 25% of geographies,2024,2023
state,California,5.5,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.365,26-50% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,2.261,Top 25% of geographies,2024,2023
state,California,5.5,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.615,51-75% of geographies,2024,2023
state,California,5.5,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.632,Top 25% of geographies,2024,2023
state,California,5.5,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,4.279,Top 25% of geographies,2024,2023
state,California,5.5,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,1.015,51-75% of geographies,2024,2023
state,Colorado,4.0,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.234,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.164,Bottom 25% of geographies,2024,2023
state,Colorado,4.0,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.82,Top 25% of geographies,2024,2023
state,Colorado,4.0,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.078,51-75% of geographies,2024,2023
state,Colorado,4.0,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.539,Top 25% of geographies,2024,2023
state,Colorado,4.0,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.671,Top 25% of geographies,2024,2023
state,Connecticut,10.7,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.123,26-50% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.234,Top 25% of geographies,2024,2023
state,Connecticut,10.7,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.056,51-75% of geographies,2024,2023
state,Connecticut,10.7,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.247,26-50% of geographies,2024,2023
state,Connecticut,10.7,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.535,Bottom 25% of geographies,2024,2023
state,Connecticut,10.7,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.165,26-50% of geographies,2024,2023
state,Delaware,21.9,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.322,51-75% of geographies,2024,2023
state,Delaware,21.9,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.322,26-50% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.804,26-50% of geographies,2024,2023
state,Delaware,21.9,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.447,26-50% of geographies,2024,2023
state,Delaware,21.9,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.161,Bottom 25% of geographies,2024,2023
state,Delaware,21.9,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.322,51-75% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,,Bottom 25% of geographies,2024,2023
state,District of Columbia,43.3,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.285,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.381,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.762,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.143,Top 25% of geographies,2024,2023
state,District of Columbia,43.3,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,,26-50% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.83,26-50% of geographies,2024,2023
state,Florida,15.3,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.259,Top 25% of geographies,2024,2023
state,Florida,15.3,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.206,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.236,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.411,Bottom 25% of geographies,2024,2023
state,Florida,15.3,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.743,Bottom 25% of geographies,2024,2023
state,Georgia,31.3,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.352,Bottom 25% of geographies,2024,2023
state,Georgia,31.3,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.264,51-75% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.757,26-50% of geographies,2024,2023
state,Georgia,31.3,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.123,26-50% of geographies,2024,2023
state,Georgia,31.3,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.48,26-50% of geographies,2024,2023
state,Georgia,31.3,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.229,26-50% of geographies,2024,2023
state,Hawaii,1.9,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.615,26-50% of geographies,2024,2023
state,Hawaii,1.9,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.844,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.922,Bottom 25% of geographies,2024,2023
state,Hawaii,1.9,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.307,26-50% of geographies,2024,2023
state,Hawaii,1.9,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,,26-50% of geographies,2024,2023
state,Hawaii,1.9,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.307,Top 25% of geographies,2024,2023
state,Idaho,0.7,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.155,51-75% of geographies,2024,2023
state,Idaho,0.7,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.127,26-50% of geographies,2024,2023
state,Idaho,0.7,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.57,51-75% of geographies,2024,2023
state,Idaho,0.7,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.077,51-75% of geographies,2024,2023
state,Idaho,0.7,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.317,51-75% of geographies,2024,2023
state,Idaho,0.7,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.38,51-75% of geographies,2024,2023
state,Illinois,13.8,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.423,51-75% of geographies,2024,2023
state,Illinois,13.8,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.299,26-50% of geographies,2024,2023
state,Illinois,13.8,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.592,Top 25% of geographies,2024,2023
state,Illinois,13.8,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.249,Top 25% of geographies,2024,2023
state,Illinois,13.8,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.846,Top 25% of geographies,2024,2023
state,Illinois,13.8,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.986,Top 25% of geographies,2024,2023
state,Indiana,9.3,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.206,51-75% of geographies,2024,2023
state,Indiana,9.3,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.355,Top 25% of geographies,2024,2023
state,Indiana,9.3,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.243,51-75% of geographies,2024,2023
state,Indiana,9.3,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.113,Top 25% of geographies,2024,2023
state,Indiana,9.3,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.085,Top 25% of geographies,2024,2023
state,Indiana,9.3,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.598,Top 25% of geographies,2024,2023
state,Iowa,3.9,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.682,26-50% of geographies,2024,2023
state,Iowa,3.9,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.548,26-50% of geographies,2024,2023
state,Iowa,3.9,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.987,51-75% of geographies,2024,2023
state,Iowa,3.9,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.11,Bottom 25% of geographies,2024,2023
state,Iowa,3.9,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.037,Bottom 25% of geographies,2024,2023
state,Iowa,3.9,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.439,Top 25% of geographies,2024,2023
state,Kansas,5.4,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.699,Top 25% of geographies,2024,2023
state,Kansas,5.4,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.349,Top 25% of geographies,2024,2023
state,Kansas,5.4,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.349,51-75% of geographies,2024,2023
state,Kansas,5.4,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.097,51-75% of geographies,2024,2023
state,Kansas,5.4,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.087,Bottom 25% of geographies,2024,2023
state,Kansas,5.4,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.961,26-50% of geographies,2024,2023
state,Kentucky,7.9,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.96,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.238,Top 25% of geographies,2024,2023
state,Kentucky,7.9,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.265,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.768,Top 25% of geographies,2024,2023
state,Kentucky,7.9,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.689,26-50% of geographies,2024,2023
state,Kentucky,7.9,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.265,26-50% of geographies,2024,2023
state,Louisiana,31.1,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.261,51-75% of geographies,2024,2023
state,Louisiana,31.1,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.448,51-75% of geographies,2024,2023
state,Louisiana,31.1,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.821,51-75% of geographies,2024,2023
state,Louisiana,31.1,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.224,26-50% of geographies,2024,2023
state,Louisiana,31.1,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.642,51-75% of geographies,2024,2023
state,Louisiana,31.1,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.149,26-50% of geographies,2024,2023
state,Maine,1.7,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.238,51-75% of geographies,2024,2023
state,Maine,1.7,New entrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.238,Top 25% of geographies,2024,2023
state,Maine,1.7,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,1.59,Bottom 25% of geographies,2024,2023
state,Maine,1.7,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,0.636,Bottom 25% of geographies,2024,2023
state,Maine,1.7,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.159,26-50% of geographies,2024,2023
state,Maine,1.7,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.556,26-50% of geographies,2024,2023
state,Maryland,29.6,Job leavers,White,Person-level number of unemployed persons per 100 people identifying as White,0.261,Top 25% of geographies,2024,2023
state,Maryland,29.6,Job losers and people who completed temporary jobs - On temporary layoff,White,Person-level number of unemployed persons per 100 people identifying as White,0.229,Bottom 25% of geographies,2024,2023
state,Maryland,29.6,Total unemployed,White,Person-level number of unemployed persons per 100 people identifying as White,2.026,51-75% of geographies,2024,2023
state,Maryland,29.6,Job losers and people who completed temporary jobs - Total,White,Person-level number of unemployed persons per 100 people identifying as White,1.046,51-75% of geographies,2024,2023
state,Maryland,29.6,Reentrants,White,Person-level number of unemployed persons per 100 people identifying as White,0.588,Top 25% of geographies,2024,2023
